userid	movieid	rating	timestamp	gender	occupation	agerange
878	739	3	880869303	M	scientist	1
893	298	4	874827623	F	retired	45
344	473	4	884900248	F	tradesman/craftsman	25
941	222	2	875049038	M	tradesman/craftsman	1
482	249	2	887644102	M	customer service	1
753	304	4	891399686	M	customer service	25
854	1281	2	882812314	M	other	50
305	865	3	886323563	F	clerical/admin	1
878	321	2	880865300	M	writer	45
472	143	4	875980823	F	tradesman/craftsman	18
234	258	2	891033627	F	scientist	25
521	496	2	885253668	M	technician/engineer	35
698	22	1	886368545	F	tradesman/craftsman	1
184	212	4	889909618	F	executive/managerial	45
833	346	5	884828744	F	artist	1
762	256	3	878719448	M	other	25
919	988	3	875288362	F	writer	50
518	742	5	876823804	F	college/grad student	25
919	412	2	875289061	F	writer	25
914	775	3	887124121	M	homemaker	25
942	71	5	891282840	F	self-employed	18
896	172	5	887158555	F	unemployed	35
923	460	4	880388426	M	doctor/health care	56
773	652	3	888538950	M	writer	45
890	429	4	882403045	F	artist	56
790	1028	3	884462692	M	executive/managerial	18
280	364	3	891702291	M	programmer	50
886	153	3	876031279	M	retired	50
880	369	1	880175503	M	tradesman/craftsman	50
399	465	3	882350005	M	customer service	1
631	294	3	888465155	M	technician/engineer	50
804	159	4	879445441	F	technician/engineer	35
833	655	2	875131810	F	homemaker	1
498	238	4	881957195	F	technician/engineer	56
864	69	5	888889863	M	artist	18
846	12	5	883947777	M	clerical/admin	50
892	420	2	886610267	M	homemaker	1
747	134	5	888640180	M	technician/engineer	50
940	50	4	885921542	M	artist	25
489	328	4	891366748	F	executive/managerial	35
326	428	5	879877283	F	customer service	56
795	410	2	880559227	M	technician/engineer	56
134	338	4	891732532	M	writer	1
892	1124	4	886608423	M	homemaker	25
459	932	4	879563334	F	writer	50
883	170	3	891693139	F	technician/engineer	56
878	393	3	880870487	M	sales/marketing	35
653	145	2	880153705	M	clerical/admin	35
843	632	2	879447146	F	self-employed	18
727	53	1	883712851	M	lawyer	45
664	1	4	878090087	F	farmer	25
25	7	4	885853155	M	homemaker	50
892	436	3	886610201	M	farmer	18
712	78	4	874957207	F	writer	50
869	100	5	884493279	M	K-12 student	35
669	252	2	892549865	M	self-employed	56
840	499	4	891209241	M	self-employed	25
350	127	5	882345502	F	self-employed	35
452	288	2	876298593	F	tradesman/craftsman	35
903	824	3	891031833	F	writer	25
236	717	3	890117409	M	scientist	18
851	8	4	875731776	F	scientist	56
474	1063	5	887927728	M	sales/marketing	25
883	302	5	891691410	F	technician/engineer	50
385	100	4	879440098	F	self-employed	35
5	448	2	875720692	M	artist	1
913	204	4	880946539	F	lawyer	1
874	182	4	888633311	M	tradesman/craftsman	25
7	357	5	892135347	M	lawyer	25
622	117	4	882590291	M	homemaker	35
798	785	3	875639553	M	clerical/admin	56
639	990	1	891238689	M	technician/engineer	45
712	228	3	874730261	F	homemaker	50
116	124	3	876453733	M	unemployed	25
933	25	2	874854589	M	K-12 student	18
497	156	5	879361872	M	homemaker	35
483	173	4	884047454	M	customer service	18
825	566	5	881101543	F	writer	1
513	257	4	885062519	F	unemployed	18
374	241	5	880939035	F	K-12 student	56
862	823	4	879303869	M	self-employed	50
753	69	4	891401851	M	other	50
405	730	1	885545975	M	artist	35
789	100	5	880332089	F	college/grad student	25
846	495	4	883948840	F	retired	56
11	239	4	891904617	F	other	45
851	831	5	875731105	F	academic/educator	25
682	922	3	888517816	M	technician/engineer	35
847	740	4	878938982	F	customer service	50
489	300	5	891366571	M	unemployed	50
932	155	3	891251869	F	farmer	25
918	958	3	891988491	M	farmer	35
889	156	5	880178204	F	executive/managerial	45
271	174	5	885848314	F	homemaker	1
776	200	4	892920381	M	retired	25
916	756	3	880843892	F	farmer	45
709	226	3	879848551	M	self-employed	35
452	285	3	888492147	F	retired	35
298	485	3	884124993	M	scientist	35
544	346	4	884795135	F	farmer	45
605	546	2	879429729	M	lawyer	35
472	581	4	875981551	F	artist	1
342	475	5	874984233	M	retired	45
764	418	4	876430033	M	unemployed	35
903	156	5	891466376	M	retired	25
918	1	3	891987059	F	self-employed	56
826	89	5	885690526	M	unemployed	50
851	326	3	891961717	M	customer service	35
524	501	2	884636262	M	academic/educator	56
823	514	5	878438024	F	writer	25
773	1036	3	888539907	F	customer service	1
462	322	5	886365773	F	retired	45
889	731	2	880181191	F	writer	18
895	1014	3	879438082	M	homemaker	18
881	504	3	876537577	M	academic/educator	1
846	365	2	883950434	F	clerical/admin	56
862	222	5	879304196	M	lawyer	25
927	29	5	879194033	F	scientist	45
804	1101	3	879444805	F	customer service	56
302	266	2	879436981	F	tradesman/craftsman	18
892	473	3	886611023	F	clerical/admin	18
351	258	5	879481386	F	farmer	25
851	223	4	875731567	M	artist	1
846	580	5	883949335	F	tradesman/craftsman	56
877	738	4	882678137	F	unemployed	25
919	99	4	875373945	F	lawyer	35
175	111	4	877108015	M	lawyer	1
897	498	5	879990683	F	scientist	50
290	62	2	880473583	F	scientist	18
314	93	1	877886221	M	programmer	56
772	1025	3	877533820	M	self-employed	25
719	162	4	879361003	F	unemployed	45
823	588	3	878438179	F	college/grad student	56
42	136	4	881107329	F	technician/engineer	1
416	147	5	893212730	F	executive/managerial	45
347	411	5	881653132	M	K-12 student	1
650	363	2	891382876	F	writer	56
661	179	4	876014125	F	programmer	1
850	435	4	883194859	M	homemaker	50
230	64	5	880484416	M	writer	50
781	135	5	879634387	F	lawyer	56
749	1034	2	878850656	M	writer	25
201	1166	3	884113806	M	doctor/health care	50
405	1027	1	885548048	M	programmer	18
450	781	4	882398220	F	tradesman/craftsman	50
886	435	3	876031459	F	unemployed	18
622	418	3	882669905	F	other	45
178	873	3	886678647	M	doctor/health care	50
506	205	5	874874760	M	retired	18
711	447	4	879994656	M	artist	45
880	461	4	880175666	F	executive/managerial	50
863	302	4	889288910	F	farmer	18
896	616	3	887160653	F	homemaker	50
851	180	5	875731605	F	writer	50
943	53	3	888640067	M	programmer	50
840	504	3	891208647	F	unemployed	18
294	455	3	877819490	M	other	45
910	284	3	880821969	M	doctor/health care	45
943	541	4	888639954	F	self-employed	1
868	1206	3	877112033	F	unemployed	1
314	1291	1	877892519	M	college/grad student	25
576	1	4	886985079	M	farmer	18
866	315	4	891221206	F	sales/marketing	18
707	70	3	886287376	M	sales/marketing	35
880	53	4	880168411	M	lawyer	1
782	1190	2	891500230	F	writer	1
862	257	5	879303207	M	clerical/admin	35
887	195	4	881380438	F	self-employed	45
741	28	3	891018339	M	writer	56
328	471	3	885048004	F	homemaker	25
609	948	1	886895886	F	other	25
453	403	4	877562293	F	artist	25
782	331	3	891497854	F	sales/marketing	25
767	432	5	891462829	F	scientist	35
872	334	1	888479894	F	scientist	35
936	16	4	886832596	F	technician/engineer	56
856	300	4	891489386	F	other	1
796	1197	3	892660955	F	lawyer	18
925	447	4	884717963	F	lawyer	50
792	405	3	877909753	F	programmer	18
805	425	5	881698745	F	academic/educator	50
747	22	3	888640099	M	customer service	45
547	321	4	891282732	M	college/grad student	18
561	639	3	885809291	F	tradesman/craftsman	35
715	22	4	875963792	F	writer	25
647	294	3	876532501	F	college/grad student	45
738	4	4	875351486	F	college/grad student	1
722	405	3	891280918	F	other	1
861	321	1	881274504	F	clerical/admin	56
725	873	4	876103794	M	other	1
387	153	4	886479649	M	executive/managerial	1
680	1	4	876816224	M	clerical/admin	18
805	588	2	881695527	F	sales/marketing	18
887	168	4	881380067	F	artist	45
880	298	4	880166827	F	technician/engineer	56
503	381	5	880383174	F	farmer	45
906	300	3	879434378	M	college/grad student	56
787	748	4	888979606	F	homemaker	35
719	468	3	879361023	M	homemaker	1
939	15	5	880261094	F	doctor/health care	50
882	546	2	879863031	F	scientist	1
405	757	1	885549095	M	lawyer	45
833	860	2	875124604	M	doctor/health care	1
796	525	4	892761390	M	homemaker	45
437	401	5	880143505	F	academic/educator	50
847	496	4	878940954	M	scientist	50
385	693	4	879443315	F	farmer	18
793	181	4	875103810	M	college/grad student	35
747	96	5	888639397	F	homemaker	35
6	182	4	883268776	M	tradesman/craftsman	18
486	279	4	879874939	M	executive/managerial	45
82	212	4	878769410	M	executive/managerial	18
618	88	4	891309440	M	college/grad student	45
10	40	4	877892438	M	clerical/admin	45
741	131	4	891456776	M	college/grad student	56
405	341	1	885549904	M	writer	56
374	406	3	880936233	M	academic/educator	45
871	326	5	888192971	F	K-12 student	35
665	924	4	884291165	F	farmer	18
899	427	5	884121267	M	customer service	35
459	477	1	879562995	F	doctor/health care	1
668	340	4	881523737	F	retired	1
22	209	4	878886518	F	writer	50
805	1065	5	881697792	F	academic/educator	50
521	183	3	884477630	F	retired	45
790	1016	2	884461925	M	farmer	1
354	10	5	891216692	M	executive/managerial	45
429	737	4	882387505	M	artist	1
654	1115	3	887863779	M	artist	45
807	432	5	892530498	M	technician/engineer	1
916	268	5	880843093	F	farmer	56
497	172	5	879310705	M	self-employed	56
598	260	3	886711034	M	self-employed	18
870	558	4	879270313	F	programmer	56
650	1050	3	891369620	F	technician/engineer	35
930	282	4	879534667	F	technician/engineer	35
911	432	3	892839551	F	K-12 student	35
632	318	5	879456843	F	writer	25
608	134	3	880403810	F	doctor/health care	50
612	202	2	875325221	M	lawyer	56
806	127	5	882386323	M	academic/educator	25
770	302	2	875971568	F	K-12 student	1
669	235	2	892549865	F	college/grad student	45
924	12	4	885458093	F	college/grad student	1
195	135	5	875771440	M	artist	56
835	1045	4	891034023	F	clerical/admin	25
801	682	5	890332775	M	lawyer	56
114	522	5	881309662	F	clerical/admin	56
805	942	3	881698861	F	self-employed	45
682	756	2	888521942	M	customer service	18
778	550	4	890670638	M	college/grad student	45
663	546	3	889493118	F	technician/engineer	25
459	926	4	879563639	M	farmer	56
642	384	5	886131546	F	homemaker	45
13	280	4	882399528	F	writer	18
916	249	3	880843579	F	customer service	45
892	755	4	886610048	M	K-12 student	18
900	654	2	877833924	M	academic/educator	1
620	112	4	889988341	M	clerical/admin	50
870	496	5	882801371	M	college/grad student	50
914	381	3	887122325	M	farmer	25
867	273	3	880078991	M	doctor/health care	18
886	87	4	876032473	F	K-12 student	18
198	942	4	884209569	M	unemployed	56
831	156	4	891354751	M	homemaker	18
502	754	2	883701927	M	homemaker	1
599	846	5	880952229	F	tradesman/craftsman	56
694	180	4	875727672	F	writer	25
405	658	4	885545516	F	self-employed	45
727	553	2	883710186	M	scientist	50
751	121	4	889135401	F	college/grad student	25
846	794	5	883948495	M	programmer	18
846	376	2	883950665	F	technician/engineer	50
661	496	5	876015530	M	college/grad student	1
921	71	4	879380957	M	writer	56
880	771	3	880243848	F	unemployed	45
875	652	5	876465275	F	technician/engineer	18
807	403	4	892979116	F	academic/educator	18
922	288	2	891445064	M	lawyer	18
659	387	4	891387227	F	self-employed	56
788	520	4	880868919	M	K-12 student	18
650	504	3	891369889	F	other	56
934	66	4	891193187	M	doctor/health care	18
671	583	3	884034132	M	tradesman/craftsman	50
378	550	2	880332949	M	unemployed	25
450	521	4	882394180	M	homemaker	56
63	285	3	875747470	M	executive/managerial	50
328	51	3	885047417	F	artist	18
809	319	3	891036744	M	college/grad student	18
886	216	5	876031695	F	farmer	25
911	855	5	892839084	M	college/grad student	45
424	259	2	880858979	M	customer service	25
761	9	2	876190235	M	customer service	18
755	299	2	882569732	M	executive/managerial	35
479	154	3	889126007	M	programmer	50
94	631	5	891720950	M	other	18
759	127	2	875227798	F	K-12 student	50
798	72	3	875638883	M	lawyer	25
664	4	4	876526152	F	writer	1
536	1	5	882318394	F	unemployed	56
707	275	4	880059687	M	lawyer	25
548	252	3	891043977	M	self-employed	1
619	597	4	885953850	M	scientist	45
943	233	5	888639327	F	other	50
902	275	4	879465894	F	lawyer	35
339	250	5	891033830	F	clerical/admin	50
793	50	5	875103942	M	technician/engineer	35
346	58	3	875122112	F	customer service	35
545	385	3	879899266	F	executive/managerial	45
892	135	5	886608643	F	executive/managerial	1
843	162	2	879447625	M	self-employed	50
642	1054	3	885606482	F	unemployed	45
682	77	3	888517562	F	unemployed	50
456	204	3	881374086	F	sales/marketing	18
642	796	4	885605909	M	retired	50
539	202	5	879788405	F	farmer	1
710	271	3	882063367	F	customer service	56
851	9	4	875730379	F	writer	25
615	190	3	879447968	F	executive/managerial	18
835	257	3	891032738	M	K-12 student	1
18	381	4	880131474	F	programmer	50
896	801	2	887161564	F	technician/engineer	25
896	117	2	887159173	M	self-employed	50
766	178	4	891308968	M	college/grad student	45
659	836	4	891045943	M	writer	1
545	395	4	879901092	M	unemployed	56
273	268	5	891292905	M	clerical/admin	18
486	148	2	879874903	F	artist	25
632	7	3	879456955	F	executive/managerial	25
448	874	3	891889281	M	executive/managerial	25
798	1003	3	875639478	F	scientist	50
887	65	5	881381679	F	programmer	50
391	131	2	877399455	F	artist	25
62	275	4	879372325	M	technician/engineer	50
782	1143	2	891500194	M	customer service	50
629	276	5	880116887	M	K-12 student	18
187	204	2	879465370	M	self-employed	50
878	662	1	880871600	F	self-employed	56
593	1016	4	888872636	M	scientist	35
617	1612	1	883788511	M	scientist	56
805	196	2	881698778	M	artist	1
846	173	4	883947819	F	farmer	50
833	223	4	875038888	M	artist	35
878	237	3	880868955	M	doctor/health care	1
910	1025	2	881420507	F	tradesman/craftsman	50
115	83	3	881172183	F	programmer	56
891	866	5	883489497	F	sales/marketing	45
458	52	4	886398187	F	college/grad student	56
932	484	5	891249586	M	homemaker	18
308	257	4	887741526	F	technician/engineer	18
537	676	4	886029889	F	college/grad student	1
892	96	4	886608977	M	scientist	45
537	514	4	886030583	F	unemployed	1
792	1054	1	877910666	F	tradesman/craftsman	1
934	234	2	891191875	F	customer service	18
408	242	4	889679947	M	unemployed	18
885	82	4	885715907	M	unemployed	45
864	283	5	878179514	M	lawyer	35
279	482	4	875306613	M	sales/marketing	25
833	401	2	875135113	M	programmer	56
879	304	4	887760912	M	college/grad student	45
698	211	2	886367066	M	tradesman/craftsman	25
927	255	4	879177027	F	writer	25
442	871	1	883389455	F	customer service	35
782	887	4	891498676	F	K-12 student	18
660	429	4	891199833	F	college/grad student	1
344	117	3	884899767	F	retired	45
308	66	4	887740788	F	scientist	45
407	1160	1	890687550	M	academic/educator	50
883	1404	3	891694372	F	artist	35
889	955	3	880179536	M	K-12 student	25
843	527	3	879448138	M	retired	35
933	1188	1	874938474	M	other	25
64	693	3	889737654	F	clerical/admin	45
919	331	4	875920290	F	self-employed	35
140	988	3	879013719	M	farmer	50
840	127	4	891203366	M	writer	1
524	56	4	884634849	F	college/grad student	35
913	60	3	880946006	F	sales/marketing	56
394	795	2	881059103	F	K-12 student	50
916	42	5	880844958	M	academic/educator	1
478	235	2	889388357	M	K-12 student	18
782	333	3	891497698	F	other	35
936	246	4	886832282	F	scientist	56
410	272	4	888627138	F	clerical/admin	45
276	23	5	874787467	F	self-employed	1
639	714	2	891239886	F	lawyer	56
167	641	4	892738341	M	self-employed	45
279	47	4	875296375	M	technician/engineer	1
840	520	5	891204089	M	technician/engineer	25
434	411	5	886724873	M	doctor/health care	25
617	218	2	883789464	M	tradesman/craftsman	18
749	208	5	878848044	M	tradesman/craftsman	18
714	748	5	892777877	F	academic/educator	35
894	117	3	880416219	F	retired	18
862	180	5	879305097	M	unemployed	50
896	632	2	887159261	M	lawyer	50
907	96	5	881030348	M	college/grad student	18
303	831	4	879544080	F	sales/marketing	56
878	640	1	880867751	M	clerical/admin	56
934	495	4	891195604	F	retired	35
104	471	3	888465290	F	technician/engineer	25
416	1483	4	893214333	F	programmer	56
339	94	2	891036423	F	academic/educator	35
407	443	3	876341493	F	artist	50
496	333	3	876063848	M	technician/engineer	18
592	1276	1	882609057	M	executive/managerial	35
378	69	3	880046069	F	academic/educator	45
933	652	3	874854424	F	sales/marketing	35
621	890	1	883799608	M	executive/managerial	18
870	458	1	879377028	M	writer	1
795	132	3	883249522	F	customer service	50
724	264	3	883758119	F	customer service	45
938	50	5	891356314	M	academic/educator	25
798	1035	4	875638717	M	academic/educator	35
201	1103	3	884140487	M	sales/marketing	45
387	53	4	886481737	F	K-12 student	45
763	133	3	878923609	F	doctor/health care	45
716	142	3	879797555	F	technician/engineer	18
488	509	2	891294365	F	homemaker	35
748	286	3	879454107	M	unemployed	56
470	291	2	879178777	M	self-employed	50
707	173	2	886286380	F	tradesman/craftsman	1
293	696	2	888905229	F	customer service	56
848	121	4	887043266	F	customer service	35
805	9	3	881697667	F	artist	45
775	887	4	891032866	M	lawyer	56
847	191	4	878940652	F	unemployed	35
528	202	5	886101846	F	customer service	45
786	4	4	882844294	M	clerical/admin	18
582	271	4	882960418	M	unemployed	25
502	323	4	883702447	M	farmer	25
666	108	3	880313929	M	executive/managerial	56
868	69	2	877107416	M	sales/marketing	1
659	467	3	891384414	M	college/grad student	35
768	620	2	880136410	F	homemaker	1
76	24	2	882607536	F	scientist	25
455	372	4	879112055	F	other	18
346	395	1	875264785	M	self-employed	18
649	815	3	891440274	F	technician/engineer	1
271	125	3	885848062	F	college/grad student	25
846	218	4	883948089	F	tradesman/craftsman	50
848	421	5	887043777	M	technician/engineer	18
632	182	3	879457641	F	programmer	25
699	19	4	878882667	M	artist	25
868	161	2	877107056	F	artist	18
749	621	3	878848795	F	scientist	45
660	181	4	891197998	M	scientist	18
286	173	4	877531407	M	other	18
324	268	4	880575045	F	other	1
847	8	4	878941082	F	tradesman/craftsman	25
223	278	4	891549901	F	farmer	56
788	448	2	880869355	F	self-employed	18
926	313	3	888351622	M	clerical/admin	50
869	127	5	884493279	F	customer service	25
391	96	3	877399171	F	academic/educator	56
798	476	2	875637822	F	unemployed	18
781	878	1	879633752	M	homemaker	50
385	514	4	879443045	M	lawyer	56
776	318	4	891628632	F	technician/engineer	35
888	280	3	879365475	F	doctor/health care	25
143	690	2	888407622	M	programmer	35
919	260	4	875288362	F	sales/marketing	18
566	1028	2	881651339	M	homemaker	18
840	971	4	891209449	F	college/grad student	45
870	317	4	875050723	M	scientist	25
437	129	1	880140433	F	other	50
625	705	3	891262983	F	writer	50
554	7	3	876549087	F	writer	45
793	122	3	875104532	F	programmer	18
779	117	4	875503280	M	clerical/admin	1
652	748	3	882566948	F	programmer	35
429	746	3	882386096	M	retired	35
710	12	4	882063648	M	K-12 student	50
878	535	1	880871600	F	executive/managerial	35
417	121	3	879646591	F	retired	25
625	597	2	891273801	F	homemaker	45
932	178	5	891249821	F	unemployed	50
748	633	4	879454428	F	other	45
101	1028	3	877136449	M	self-employed	50
716	227	3	879797177	F	writer	35
860	269	2	891535991	M	homemaker	45
630	264	2	885666353	F	writer	35
506	489	4	874876651	F	artist	35
345	215	4	884993464	F	lawyer	1
62	117	4	879372563	F	artist	50
848	504	3	887038397	F	writer	1
776	588	4	892210723	M	academic/educator	25
558	137	4	879435896	F	retired	45
815	427	5	887978255	M	scientist	25
586	693	3	884066060	M	sales/marketing	18
648	514	2	884796822	M	lawyer	18
709	1188	4	879848695	M	technician/engineer	35
882	194	3	879879668	M	doctor/health care	45
882	147	4	879863106	F	college/grad student	50
805	68	3	881694886	F	self-employed	18
907	1244	5	880159381	F	customer service	18
636	106	4	891449328	F	scientist	50
275	419	3	880314383	M	K-12 student	35
851	472	3	875730312	F	lawyer	50
875	937	4	876464830	F	clerical/admin	45
843	230	3	879443763	F	lawyer	56
23	451	2	874787256	M	lawyer	1
705	363	2	883427530	M	academic/educator	25
167	184	1	892738278	M	retired	35
70	993	3	884064688	F	K-12 student	25
363	39	4	891495339	F	retired	1
709	98	4	879846648	F	retired	1
938	1283	3	891357190	M	technician/engineer	56
840	212	4	891209159	F	executive/managerial	35
101	472	3	877136711	F	college/grad student	25
123	294	1	879809529	M	K-12 student	56
749	67	1	878850588	M	tradesman/craftsman	45
659	226	4	891387194	M	executive/managerial	50
574	887	4	891279214	F	self-employed	1
280	216	5	891701685	M	executive/managerial	45
494	498	4	879541246	M	clerical/admin	1
883	1226	3	891914483	M	farmer	18
683	879	3	893283997	M	self-employed	56
747	231	3	888734113	F	self-employed	18
786	286	4	882841571	M	clerical/admin	50
557	270	3	881179166	M	clerical/admin	18
880	762	4	893028813	F	college/grad student	25
643	96	5	891447747	F	farmer	1
874	676	3	888632585	M	homemaker	1
633	581	3	877212085	F	self-employed	45
833	576	3	875224603	M	doctor/health care	18
755	310	4	882569604	F	homemaker	56
734	22	3	891025301	M	lawyer	50
561	1294	1	891710133	F	customer service	56
406	95	4	879793081	F	executive/managerial	50
916	792	3	880844569	F	unemployed	56
696	178	4	886404542	M	technician/engineer	45
910	300	4	881420194	F	executive/managerial	45
615	28	4	879448759	M	technician/engineer	56
426	617	3	879441978	F	customer service	18
840	645	3	891204714	M	sales/marketing	25
894	902	3	890409704	M	farmer	35
222	380	4	878184545	F	scientist	35
773	318	4	888540484	M	other	56
116	690	3	877934548	F	unemployed	18
593	284	4	875659236	M	customer service	50
918	88	2	891988276	M	scientist	1
622	1419	2	882672120	F	college/grad student	35
577	427	4	880474715	F	farmer	45
805	111	3	881696671	F	scientist	35
504	548	2	887909864	M	writer	50
883	1131	5	891695570	F	other	50
660	47	2	891200456	F	technician/engineer	45
543	603	5	875665787	F	academic/educator	18
903	293	4	891031226	M	college/grad student	45
480	208	2	891208650	F	doctor/health care	56
916	60	4	880844058	M	technician/engineer	18
862	260	5	879302583	M	K-12 student	18
509	245	2	883591109	F	retired	56
595	986	2	886921945	F	self-employed	50
847	141	3	878941144	F	other	45
607	174	3	883879516	F	K-12 student	56
479	234	5	879461318	M	doctor/health care	35
862	195	5	879304902	F	self-employed	56
378	569	3	880056736	M	writer	25
881	143	5	876539128	M	other	25
538	176	4	877106918	F	homemaker	25
889	279	2	880177104	F	homemaker	50
190	826	3	891626040	F	tradesman/craftsman	56
638	511	3	876695478	M	technician/engineer	50
497	144	4	879310792	M	other	1
882	191	5	879867694	F	technician/engineer	56
886	710	4	876031601	F	lawyer	45
709	651	4	879846705	M	executive/managerial	25
1	18	4	887432020	F	writer	25
821	95	5	874793898	F	tradesman/craftsman	50
871	359	3	888192743	F	farmer	18
577	1336	1	880472018	F	clerical/admin	56
804	616	3	879442984	M	farmer	1
875	479	4	876466687	F	doctor/health care	18
612	243	2	875324355	F	retired	25
14	276	4	879119390	M	customer service	25
393	33	3	889554648	M	lawyer	45
903	324	4	891031697	M	unemployed	35
936	535	2	886833052	F	writer	1
709	833	4	879848792	F	farmer	18
929	172	4	879640329	F	academic/educator	50
927	471	4	879193906	F	retired	56
58	730	5	884305004	M	programmer	18
534	824	4	877808260	F	doctor/health care	35
561	182	3	885807318	F	sales/marketing	45
887	1496	4	881380996	M	executive/managerial	35
676	993	5	892686294	F	executive/managerial	35
653	585	2	880153522	M	homemaker	18
854	1047	1	882812906	F	technician/engineer	1
529	324	2	882535563	F	unemployed	18
880	302	5	880166451	F	academic/educator	18
896	195	4	887159578	M	farmer	45
486	307	3	879874388	M	other	25
881	763	3	879052317	M	homemaker	25
301	334	3	882075500	F	scientist	1
694	172	5	875727399	M	farmer	56
893	845	3	874828772	F	writer	1
254	228	4	886472609	M	artist	35
894	260	2	879896268	F	homemaker	1
699	95	3	878883173	F	sales/marketing	1
196	110	1	881252305	M	retired	45
882	143	4	879876806	M	executive/managerial	1
682	472	3	888522699	F	artist	18
642	385	5	885602571	M	tradesman/craftsman	56
653	118	3	878854810	M	executive/managerial	50
447	202	3	878856078	M	scientist	1
94	134	5	886008885	F	retired	18
721	268	4	877136831	F	retired	1
663	326	4	889491861	M	programmer	50
798	243	4	875295566	F	tradesman/craftsman	56
804	155	3	879445660	M	clerical/admin	50
703	121	5	875243049	M	writer	56
733	1375	3	879535559	M	academic/educator	45
864	186	4	888887658	F	K-12 student	18
916	150	4	880843318	F	clerical/admin	45
389	488	5	880087260	M	K-12 student	25
838	718	5	887064051	M	writer	35
354	744	4	891216656	F	college/grad student	25
817	300	3	874815542	F	tradesman/craftsman	35
117	249	4	880125911	M	executive/managerial	18
707	160	5	886286193	F	academic/educator	1
668	895	3	890349136	F	writer	45
774	96	2	888557276	M	scientist	56
698	516	2	886367809	M	tradesman/craftsman	50
826	665	5	885690819	M	sales/marketing	56
903	7	2	891031259	F	artist	1
669	79	2	891260474	M	K-12 student	1
487	340	1	883440613	M	customer service	45
696	285	4	886404617	M	college/grad student	25
561	284	1	885809626	F	programmer	50
940	98	4	885921421	F	programmer	1
911	428	4	892839929	M	homemaker	50
361	226	3	879441352	M	scientist	56
896	662	3	887160529	M	unemployed	56
782	301	3	891498139	F	programmer	35
837	1049	1	875722298	M	tradesman/craftsman	50
881	62	4	876538666	F	executive/managerial	56
578	268	2	890939697	F	doctor/health care	50
606	713	4	878142865	M	retired	1
878	781	1	880871600	F	academic/educator	50
885	1221	3	885714362	M	artist	25
821	281	3	874793218	M	college/grad student	35
777	9	5	875979380	F	executive/managerial	18
916	159	3	880845303	M	sales/marketing	35
870	87	5	889717575	F	tradesman/craftsman	35
892	82	3	886609149	F	academic/educator	50
883	900	5	891691654	F	scientist	1
765	151	4	880346204	M	college/grad student	56
930	176	3	879535663	M	retired	56
777	523	4	875980235	M	doctor/health care	45
863	362	1	889289122	M	homemaker	18
894	971	3	882404460	F	homemaker	56
847	117	2	878775570	F	executive/managerial	1
690	63	3	881177804	M	executive/managerial	25
472	264	3	875977870	F	self-employed	56
395	318	4	883764004	F	college/grad student	45
805	100	5	881695196	M	K-12 student	45
468	24	3	875280462	F	programmer	45
828	331	4	891380166	M	farmer	18
869	298	3	884491734	F	college/grad student	18
922	810	4	891450866	F	K-12 student	35
551	721	5	892784898	M	lawyer	18
881	419	5	876538691	F	scientist	35
868	67	3	877109597	F	technician/engineer	1
334	38	2	891550141	F	doctor/health care	56
303	240	3	879468513	M	artist	56
806	302	4	882384513	M	clerical/admin	56
533	208	4	879191374	M	retired	25
291	576	4	874835198	M	customer service	35
924	144	3	885458093	F	writer	25
899	518	4	884121379	F	clerical/admin	18
516	582	5	891290594	M	unemployed	1
138	147	4	879023779	F	artist	45
568	529	4	877907877	F	artist	18
901	402	4	877132632	F	academic/educator	50
837	472	3	875722141	M	executive/managerial	35
416	420	3	886318155	M	academic/educator	25
388	219	5	886441083	M	academic/educator	1
897	140	3	879991403	M	other	56
592	315	5	885280156	M	homemaker	50
924	433	5	885458168	M	sales/marketing	18
593	553	2	875672852	M	sales/marketing	35
843	214	3	879447453	F	farmer	1
848	689	1	887037584	F	programmer	56
932	109	2	891251891	F	technician/engineer	1
502	682	5	883701927	M	sales/marketing	1
867	222	4	880079094	M	academic/educator	50
663	176	5	889493502	F	clerical/admin	50
887	845	4	881378087	F	tradesman/craftsman	18
897	501	5	879991566	F	tradesman/craftsman	56
648	1060	2	882212373	M	sales/marketing	35
683	626	3	893286550	M	K-12 student	18
747	202	4	888733047	M	lawyer	35
587	1625	4	892871732	M	homemaker	25
494	245	3	879540720	F	executive/managerial	25
921	778	3	879380704	F	customer service	45
911	479	5	892838787	M	farmer	35
705	566	4	883428058	F	other	25
903	121	3	891031487	F	doctor/health care	1
632	2	4	879459505	F	self-employed	50
751	237	2	889132301	F	executive/managerial	56
894	116	4	880416473	F	technician/engineer	1
735	275	4	876698643	M	unemployed	50
374	654	3	880396622	F	lawyer	1
1	59	5	876892817	F	unemployed	18
855	171	3	879825383	M	unemployed	25
826	426	2	885690379	F	artist	18
189	459	4	893264595	F	doctor/health care	50
588	732	4	890024325	M	unemployed	1
937	222	3	876769530	F	tradesman/craftsman	1
889	1	3	880177104	F	doctor/health care	56
883	945	4	891754985	M	K-12 student	50
664	496	5	878090381	M	unemployed	35
943	816	4	888640186	F	sales/marketing	45
193	159	4	889124191	F	retired	45
919	88	2	875373621	M	sales/marketing	18
378	588	5	880318415	F	K-12 student	56
500	122	3	883876795	M	programmer	35
639	323	1	891238876	M	college/grad student	35
863	538	2	889289122	F	artist	56
774	1228	1	888557556	M	clerical/admin	1
